Author count,Paper type,Times cited,180 days usage,Since 2013 usage,Cited in policy,N policy cites,N of pages,Simple OA,.gov,.edu,.org,.csiro,anygov
4,Review,330,84,549,Y,1,16,Y,0,0,0,0,0
4,Review,11,3,28,N,0,14,Y,0,0,0,0,0
5,Review,40,0,23,Y,1,12,Y,0,0,0,0,0
3,Review,42,3,58,N,0,12,Y,,,,,
25,Review,5,0,14,N,0,14,Y,,,,,
10,Review,13,0,34,N,0,15,Y,0,0,0,0,0
4,Review,13,2,45,N,0,13,Y,0,0,0,0,0
2,Review,165,11,136,Y,15,20,Y,0,0,0,0,0
2,Review,70,4,81,Y,1,13,Y,0,0,0,0,0
1,Review,42,2,46,Y,1,16,Y,0,1,0,0,0
2,Review,44,8,84,Y,2,11,Y,0,0,0,0,0
3,Review,133,7,115,Y,6,19,Y,0,0,0,0,0
4,Review,29,3,51,N,0,18,Y,0,0,0,0,0
2,Review,18,0,29,N,0,10,Y,0,0,0,0,0
1,Review,20,5,28,N,0,11,Y,0,0,0,0,0
2,Review,20,2,37,N,0,14,Y,0,0,0,0,0
3,Review,20,0,1,Y,1,16,Y,0,0,0,0,0
8,Review,9,2,24,N,0,23,Y,0,0,0,0,0
2,Review,114,2,73,N,0,20,Y,0,0,0,0,0
4,Review,10,2,16,N,0,26,Y,0,0,0,0,0
5,Review,71,2,24,Y,4,23,Y,0,0,0,0,0
3,Review,6,0,3,N,0,19,Y,0,0,0,0,0
4,Review,56,3,89,Y,1,13,Y,0,0,0,0,0
3,Review,44,7,80,N,0,19,Y,0,0,0,0,0
4,Review,20,2,50,N,0,18,Y,0,0,0,0,0
10,Review,65,3,60,Y,2,49,Y,0,0,0,0,0
5,Review,67,7,126,N,0,16,Y,0,0,0,0,0
5,Review,13,1,49,N,0,12,Y,0,0,0,0,0
7,Review,17,3,27,N,0,23,Y,0,0,0,0,0
2,Review,14,3,41,N,0,20,Y,0,0,0,0,0
2,Review,18,1,15,Y,5,11,Y,0,0,0,0,0
3,Review,32,4,44,Y,4,12,Y,0,1,0,0,0
1,Review,14,1,44,Y,1,10,Y,0,0,0,0,0
1,Review,42,0,45,Y,4,22,Y,0,0,0,0,0
6,Review,21,10,72,Y,2,12,Y,0,0,0,0,0
8,Review,81,22,323,Y,2,12,Y,0,0,0,0,0
2,Review,23,1,27,N,0,20,Y,0,0,0,0,0
6,Review,27,3,17,Y,1,9,Y,0,1,0,0,0
2,Review,17,4,41,N,0,7,Y,0,0,0,0,0
4,Review,42,0,6,Y,8,14,Y,0,0,0,0,0
9,Review,52,5,52,N,0,18,Y,0,1,0,0,0
1,Review,183,6,104,Y,2,22,Y,0,0,1,0,1
4,Review,57,3,51,Y,2,12,Y,0,1,0,0,0
4,Review,10,2,20,Y,2,12,Y,0,0,0,0,0
3,Review,4,0,2,N,0,11,Y,0,0,0,0,0
5,Review,130,6,59,Y,8,18,Y,0,0,0,0,0
5,Review,66,4,105,Y,10,15,Y,1,0,0,0,1
3,Review,55,1,19,Y,5,10,Y,0,0,0,0,0
2,Review,9,3,11,Y,1,15,Y,0,0,0,0,0
4,Review,26,4,30,N,0,18,Y,0,0,0,0,0
2,Review,126,14,182,Y,4,12,Y,0,0,0,0,0
8,Review,13,2,27,N,0,16,Y,0,0,0,0,0
13,Review,15,0,14,N,0,9,Y,0,0,0,0,0
2,Review,52,3,70,N,0,15,Y,0,0,0,0,0
2,Review,9,1,18,N,0,8,Y,0,0,0,0,0
8,Review,5,0,13,N,0,11,Y,0,0,0,0,0
3,Review,17,5,40,N,0,26,Y,0,0,0,0,0
7,Review,23,6,57,N,0,15,Y,0,0,0,0,0
3,Review,25,1,63,N,0,6,Y,0,0,0,0,0
4,Review,28,1,49,N,0,11,Y,0,1,0,0,0
4,Review,46,0,9,Y,5,8,Y,0,0,0,0,0
6,Review,31,2,48,N,0,7,Y,0,0,0,0,0
2,Review,19,4,58,Y,2,16,Y,0,1,0,0,0
7,Review,7,0,17,N,0,10,Y,0,0,0,0,0
4,Review,2,0,12,N,0,5,Y,0,0,0,0,0
4,Review,7,0,3,N,0,14,Y,0,0,0,0,0
2,Review,11,1,34,Y,2,19,Y,0,0,0,0,0
1,Review,12,3,18,N,0,16,Y,0,0,0,0,0
6,Review,92,7,113,Y,4,19,Y,0,0,0,0,0
3,Review,59,2,27,Y,11,8,Y,0,0,0,0,0
4,Review,47,3,61,Y,4,17,Y,0,0,0,0,0
3,Review,36,0,14,N,0,15,Y,0,1,0,0,0
3,Review,40,5,56,N,0,9,Y,0,0,0,0,0
3,Review,128,5,73,Y,2,13,Y,0,0,0,0,0
6,Review,13,1,18,Y,1,14,Y,0,0,0,0,0
3,Review,8,4,33,N,0,21,Y,0,0,0,0,0
3,Review,6,0,14,Y,1,15,Y,0,0,0,0,0
3,Review,787,77,882,Y,30,29,Y,0,0,0,0,0
3,Review,23,1,19,Y,4,9,Y,0,0,0,0,0
8,Review,30,2,116,Y,10,12,Y,0,0,0,0,0
9,Review,250,4,92,Y,9,12,Y,0,0,0,0,0
5,Review,4,1,15,N,0,10,Y,0,0,0,0,0
7,Review,30,3,35,Y,1,10,Y,0,0,0,0,0
4,Review,69,16,138,N,0,36,Y,0,1,0,0,0
10,Review,71,4,67,N,0,28,Y,0,0,0,0,0
3,Review,35,3,43,Y,5,12,Y,0,0,0,0,0
4,Review,64,1,72,Y,2,11,Y,0,1,0,0,0
4,Review,344,20,293,Y,1,23,Y,0,0,0,0,0
1,Review,4,2,15,N,0,16,Y,0,1,0,0,0
3,Review,27,8,76,Y,1,12,Y,0,0,0,0,0
7,Review,14,2,34,Y,1,13,Y,0,0,0,0,0
8,Review,9,1,5,N,0,23,Y,0,0,0,0,0
13,Review,31,0,37,Y,3,15,Y,0,0,0,0,0
2,Review,236,12,198,Y,23,13,Y,0,0,0,0,0
8,Review,6,2,10,N,0,12,Y,0,0,0,0,0
7,Review,8,0,19,Y,6,24,Y,0,0,0,0,0
7,Review,167,7,100,Y,36,7,Y,0,0,0,0,0
2,Review,42,2,48,N,0,11,Y,0,0,0,0,0
4,Review,325,1,68,Y,27,9,Y,0,0,0,0,0
2,Review,38,5,34,Y,1,15,Y,0,0,0,0,0
4,Review,54,1,12,Y,1,9,Y,0,0,0,0,0
2,Review,196,3,68,Y,3,12,Y,0,0,0,0,0
6,Review,124,25,180,N,0,10,Y,0,1,0,0,0
4,Review,68,4,90,Y,6,9,Y,0,0,0,0,0
3,Review,0,0,1,N,0,3,Y,0,0,0,1,1
4,Review,83,1,45,Y,4,11,Y,0,0,0,0,0
2,Review,15,0,30,N,0,9,Y,0,0,0,0,0
2,Review,7,0,41,N,0,9,Y,0,1,0,1,1
7,Review,6,1,10,N,0,20,Y,0,0,0,0,0
3,Review,97,1,83,N,0,9,Y,0,0,0,0,0
5,Review,10,1,21,N,0,15,Y,0,0,0,1,1
2,Review,78,2,63,Y,3,12,Y,0,0,0,0,0
4,Review,23,2,32,N,0,26,Y,0,0,1,0,1
2,Review,45,4,174,Y,10,8,Y,0,0,0,0,0
1,Review,45,1,28,N,0,10,Y,0,0,0,0,0
4,Review,443,40,304,Y,4,14,Y,0,1,0,0,0
2,Review,141,0,174,Y,7,8,Y,0,0,0,0,0
3,Review,33,1,46,Y,1,13,Y,0,0,0,0,0
3,Review,273,49,391,Y,4,13,Y,0,0,0,0,0
2,Review,26,7,40,N,0,18,Y,0,0,0,0,0
8,Review,57,3,43,N,0,11,Y,0,0,0,0,0
10,Review,16,2,28,N,0,8,Y,0,0,0,0,0
3,Review,11,3,37,N,0,9,Y,0,1,0,0,0
3,Review,45,2,10,Y,1,22,Y,0,0,0,0,0
4,Review,7,1,18,N,0,11,Y,0,0,0,0,0
3,Review,124,3,69,Y,4,11,Y,1,0,0,0,1
4,Review,6,0,27,N,0,12,Y,0,0,0,0,0
1,Review,5,0,17,N,0,15,Y,0,0,0,0,0
5,Review,169,26,334,Y,3,10,Y,0,0,0,0,0
4,Review,10,1,10,N,0,14,Y,0,0,0,0,0
8,Review,30,0,13,N,0,17,Y,0,0,0,0,0
4,Review,21,4,38,N,0,14,Y,0,1,0,0,0
2,Review,49,3,41,Y,24,10,Y,0,0,0,0,0
4,Review,18,1,22,N,0,12,Y,0,0,0,0,0
5,Review,124,13,129,Y,8,14,Y,0,0,0,0,0
5,Review,53,1,27,Y,9,13,Y,0,0,0,0,0
16,Review,27,0,23,N,0,15,Y,0,1,0,0,0
3,Review,54,1,59,N,0,14,Y,0,0,0,0,0
3,Review,56,0,25,Y,7,14,Y,0,0,0,0,0
9,Review,104,2,72,Y,6,15,Y,0,0,1,0,1
5,Review,15,0,29,Y,1,13,Y,0,0,0,0,0
3,Review,38,3,74,Y,1,15,Y,0,0,0,0,0
13,Review,42,1,19,Y,1,15,Y,0,0,0,0,0
2,Review,24,0,20,N,0,13,Y,0,0,0,0,0
4,Review,13,2,13,N,0,14,Y,0,0,0,0,0
3,Review,8,0,32,N,0,7,Y,0,0,0,0,0
3,Review,50,1,24,Y,2,11,Y,0,0,0,0,0
5,Review,44,5,68,Y,8,9,Y,0,1,0,0,0
4,Review,72,9,53,Y,8,12,Y,0,1,0,0,0
2,Review,36,1,25,N,0,19,Y,0,1,0,0,0
3,Review,31,5,34,N,0,13,Y,0,0,0,0,0
5,Review,109,3,38,Y,4,11,Y,0,0,0,0,0
2,Review,24,2,32,N,0,12,Y,0,1,0,0,0
4,Review,28,3,14,N,0,14,Y,0,0,0,0,0
2,Review,25,0,26,Y,1,21,Y,0,0,0,0,0
2,Review,28,4,40,Y,3,13,Y,0,0,0,0,0
6,Review,5,4,22,N,0,7,Y,0,0,0,0,0
4,Review,17,0,20,N,0,8,Y,0,0,0,0,0
2,Review,76,5,138,Y,7,17,Y,0,0,0,0,0
4,Review,17,7,77,Y,2,9,Y,0,1,0,0,0
6,Review,16,1,22,Y,1,19,Y,0,0,0,0,0
1,Review,4,0,18,N,0,12,Y,0,0,0,0,0
6,Review,17,1,20,Y,6,24,Y,0,0,0,0,0
4,Review,72,5,68,N,0,12,Y,0,0,0,0,0
6,Review,16,1,56,N,0,13,Y,0,0,0,0,0
1,Review,98,3,44,N,0,31,Y,0,0,0,0,0
7,Review,35,1,30,Y,1,10,Y,0,0,0,0,0
2,Review,95,4,110,Y,1,38,Y,0,0,0,0,0
5,Review,7,0,7,N,0,14,Y,0,0,0,0,0
8,Review,15,1,18,Y,3,27,Y,0,0,0,0,0
3,Review,1,0,4,N,0,18,Y,0,0,0,0,0
7,Review,15,2,32,N,0,14,Y,0,0,0,0,0
4,Review,44,1,47,Y,5,14,Y,0,0,0,0,0
13,Review,21,3,34,Y,3,12,Y,0,0,0,0,0
1,Review,13,6,26,N,0,14,Y,0,0,0,0,0
3,Review,1,2,13,N,0,26,Y,0,0,0,0,0
1,Review,29,1,21,Y,5,11,Y,0,0,0,0,0
2,Review,18,2,24,N,0,15,Y,0,0,0,0,0
3,Review,24,4,40,N,0,16,Y,0,0,0,0,0
3,Review,56,2,29,N,0,20,Y,0,0,0,0,0
4,Review,61,3,72,N,0,19,Y,0,0,1,0,1
5,Review,73,1,53,Y,6,59,Y,0,0,0,0,0
3,Review,96,14,158,Y,21,12,Y,0,0,0,0,0
3,Review,46,4,65,Y,2,26,Y,0,0,0,0,0
31,Review,52,5,84,Y,11,10,Y,0,0,0,0,0
4,Review,11,0,8,N,0,13,Y,0,0,0,0,0
3,Review,384,42,359,Y,20,13,Y,0,0,0,0,0
5,Review,42,14,133,Y,1,30,Y,0,1,0,0,0
5,Review,32,2,44,Y,4,18,Y,0,0,0,0,0
1,Review,41,8,84,N,0,32,Y,0,0,0,0,0
2,Review,6,0,2,N,0,12,Y,0,0,0,0,0
1,Review,91,4,27,Y,6,14,Y,0,0,0,0,0
2,Review,23,1,11,N,0,19,Y,0,0,0,0,0
3,Review,20,2,35,Y,5,8,Y,0,0,0,0,0
3,Review,11,1,18,N,0,13,Y,0,0,0,0,0
1,Review,13,0,7,N,0,10,Y,0,1,0,0,0
2,Review,5,0,1,N,0,34,Y,0,0,0,1,1
9,Review,14,1,19,N,0,6,Y,0,0,0,0,0
2,Review,36,2,25,Y,3,11,Y,0,0,0,0,0
1,Review,2,0,5,N,0,24,Y,0,0,0,0,0
3,Review,11,0,14,Y,1,13,Y,0,0,0,0,0
2,Review,27,5,52,N,0,19,Y,0,0,0,0,0
4,Review,5,1,2,Y,1,7,Y,0,0,0,0,0
1,Review,6,0,2,N,0,51,Y,0,0,0,0,0
5,Review,36,0,38,N,0,10,Y,0,1,0,0,0
3,Review,21,6,13,N,0,14,Y,0,1,0,0,0
6,Review,16,0,16,N,0,11,Y,0,0,0,0,0
29,Review,69,3,46,Y,2,24,Y,0,0,1,0,1
1,Review,7,2,18,N,0,30,Y,0,0,0,0,0
7,Review,10,0,18,N,0,8,Y,0,0,0,0,0
2,Review,44,2,28,Y,4,8,Y,0,0,0,0,0
6,Review,9,1,7,N,0,8,Y,1,0,0,0,1
2,Review,35,0,10,N,0,11,Y,0,0,0,0,0
19,Review,63,1,32,Y,1,38,Y,0,0,0,0,0
7,Review,27,1,8,Y,3,15,Y,0,0,0,0,0
5,Review,5,0,21,Y,1,14,Y,0,0,0,0,0
1,Review,9,2,11,N,0,19,Y,0,0,0,0,0
2,Review,80,4,105,Y,8,21,Y,0,0,0,0,0
5,Review,42,5,75,N,0,11,Y,0,0,0,0,0
2,Review,94,2,103,Y,1,11,Y,0,0,0,0,0
14,Review,60,17,207,N,0,30,Y,0,0,0,0,0
9,Review,54,2,103,Y,10,14,Y,0,0,0,0,0
17,Review,318,34,477,Y,5,11,Y,0,0,0,0,0
5,Review,91,1,202,Y,3,12,Y,0,1,0,0,0
4,Review,69,2,35,Y,2,17,Y,0,0,0,0,0
2,Review,43,1,115,N,0,15,Y,0,0,0,0,0
4,Review,74,30,366,Y,2,13,Y,0,0,0,0,0
3,Review,12,2,27,N,0,13,Y,0,0,0,0,0
5,Review,138,7,213,Y,1,15,Y,0,0,0,0,0
3,Review,47,2,215,N,0,20,Y,0,1,0,0,0
9,Review,115,12,233,Y,6,17,Y,0,0,0,0,0
13,Review,45,7,186,Y,2,18,Y,0,0,0,0,0
7,Review,86,9,103,Y,4,11,Y,0,0,0,0,0
2,Review,52,1,67,Y,1,17,Y,0,0,0,0,0
7,Review,130,8,171,Y,13,10,Y,0,0,0,0,0
2,Review,94,2,89,Y,4,15,Y,0,0,0,0,0
10,Review,629,28,317,Y,19,13,Y,0,0,0,0,0
10,Review,1459,213,2670,Y,3,19,Y,0,1,0,0,0
14,Review,110,2,231,Y,1,19,Y,0,0,1,0,1
7,Review,98,6,78,N,0,11,Y,0,0,0,0,0
6,Review,89,4,195,N,0,12,Y,0,1,0,0,0
2,Review,143,12,185,N,0,12,Y,0,1,0,0,0
29,Review,312,13,233,Y,14,11,Y,0,0,0,0,0
4,Review,28,1,27,Y,7,11,Y,0,0,0,0,0
1,Review,65,1,56,Y,1,15,Y,0,0,0,0,0
7,Review,20,1,23,N,0,15,Y,0,1,0,0,0
3,Review,58,1,32,Y,5,16,Y,0,0,0,0,0
23,Review,46,4,60,N,0,34,Y,0,0,0,0,0
12,Review,52,1,79,N,0,18,Y,0,0,0,0,0
11,Review,33,4,71,N,0,12,Y,0,0,0,0,0
35,Review,299,13,110,Y,24,14,Y,0,0,0,0,0
5,Review,49,2,57,Y,6,8,Y,0,0,0,0,0
8,Review,170,7,98,Y,21,12,Y,0,0,0,0,0
5,Review,107,2,89,N,0,19,Y,0,0,0,0,0
6,Review,157,6,109,Y,28,17,Y,0,0,0,0,0
15,Review,5,0,27,N,0,72,Y,0,0,0,0,0
49,Review,55,2,50,Y,4,14,Y,0,1,0,0,0
2,Review,42,4,67,Y,5,12,Y,0,0,0,0,0
6,Review,281,14,410,Y,8,15,Y,0,0,0,0,0
5,Review,93,1,115,Y,10,16,Y,0,1,0,0,0
6,Review,80,7,89,N,0,23,Y,0,0,0,0,0
3,Review,256,21,285,N,0,13,Y,0,0,0,0,0
3,Review,18,2,33,N,0,13,Y,0,0,0,0,0
28,Review,138,9,61,Y,35,12,Y,0,0,0,0,0
8,Review,82,3,88,Y,7,18,Y,0,0,0,0,0
4,Review,89,12,178,Y,4,14,Y,0,0,0,0,0
4,Review,75,1,51,N,0,9,Y,0,0,0,0,0
5,Review,37,1,18,Y,1,8,Y,0,0,0,0,0
8,Review,11,1,53,Y,2,12,Y,0,0,0,0,0
18,Review,946,28,505,Y,38,16,Y,0,0,0,0,0
3,Review,28,2,48,Y,1,12,Y,0,0,0,0,0
5,Review,296,4,184,Y,81,15,Y,0,0,0,0,0
15,Review,24,2,145,Y,1,14,Y,0,1,0,0,0
3,Review,50,6,107,Y,8,25,Y,0,0,0,0,0
4,Review,198,3,124,Y,2,6,Y,0,0,0,0,0
13,Review,127,4,168,Y,1,10,Y,0,1,0,0,0
9,Review,23,0,4,N,0,44,Y,0,0,0,0,0
1,Review,16,0,11,N,0,23,Y,1,0,0,0,1
3,Review,19,2,22,N,0,8,Y,0,0,0,0,0
1,Review,34,1,18,N,0,92,Y,0,0,1,0,1
7,Review,24,6,58,Y,2,11,Y,0,0,1,0,1
9,Review,110,7,85,Y,6,12,Y,0,1,0,0,0
5,Review,6,0,13,N,0,23,Y,0,0,0,0,0
4,Review,340,19,270,Y,1,22,Y,0,1,0,0,0
6,Review,21,0,15,Y,2,11,Y,0,0,0,0,0
16,Review,95,6,109,Y,9,19,Y,0,0,0,0,0
2,Review,57,4,69,N,0,12,Y,0,0,0,0,0
1,Review,2,1,40,N,0,15,Y,0,0,0,0,0
6,Review,9,2,79,Y,1,10,Y,0,1,0,0,0
2,Review,61,6,128,Y,1,10,Y,0,0,0,0,0
5,Review,11,2,57,N,0,21,Y,0,0,0,0,0
14,Review,26,3,49,Y,4,11,Y,0,1,0,0,0
5,Review,18,8,104,N,0,9,Y,0,0,0,0,0
22,Review,334,37,1055,Y,23,12,Y,0,1,0,0,0
3,Review,32,2,28,N,0,22,Y,0,0,0,0,0
5,Review,24,2,47,Y,2,20,Y,0,0,0,0,0
3,Review,30,5,127,N,0,9,Y,0,0,0,0,0
10,Review,208,17,303,Y,17,14,Y,0,1,0,0,0
4,Review,13,0,18,N,0,12,Y,0,0,0,0,0
9,Review,23,9,166,N,0,7,Y,0,1,0,0,0
3,Review,3,0,25,N,0,19,Y,0,0,0,0,0
7,Review,211,37,530,Y,4,9,Y,0,0,0,0,0
27,Review,84,0,76,Y,1,8,Y,,,,,
6,Review,54,6,92,N,0,14,Y,0,0,0,0,0
10,Review,182,2,146,N,0,10,Y,0,0,0,0,0
3,Review,68,2,61,N,0,16,Y,0,0,0,0,0
1,Review,42,4,67,Y,2,14,Y,0,0,0,0,0
4,Review,79,5,171,Y,2,10,Y,0,1,0,0,0
3,Review,36,5,79,Y,1,11,Y,0,0,0,0,0
4,Review,6,1,23,N,0,10,Y,0,0,0,0,0
3,Review,41,2,76,Y,12,11,Y,0,0,0,0,0
4,Review,111,3,97,Y,4,16,Y,0,0,0,0,0
3,Review,43,3,67,N,0,11,Y,0,1,0,0,0
3,Review,27,4,142,N,0,17,Y,0,0,0,0,0
28,Review,519,11,297,Y,5,20,Y,0,0,0,0,0
2,Review,78,6,164,Y,8,9,Y,0,1,0,0,0
4,Review,71,12,103,Y,1,17,Y,0,0,0,0,0
5,Review,27,0,14,Y,1,20,Y,0,0,0,0,0
4,Review,19,1,27,N,0,11,Y,0,0,0,0,0
11,Review,16,0,10,N,0,23,Y,0,0,0,0,0
5,Review,43,5,62,N,0,30,Y,0,1,0,0,0
23,Review,22,2,30,N,0,9,Y,0,0,0,0,0
2,Review,139,6,85,Y,13,12,Y,0,0,0,0,0
4,Review,62,10,85,N,0,13,Y,0,0,0,0,0
4,Review,47,1,49,Y,3,18,Y,0,0,0,0,0
2,Review,37,2,21,N,0,17,Y,0,1,0,0,0
6,Review,15,3,39,N,0,10,Y,0,0,0,0,0
4,Review,60,1,38,Y,23,11,Y,0,0,0,0,0
7,Review,11,3,41,N,0,14,Y,0,0,0,0,0
17,Review,131,4,23,Y,25,12,Y,0,0,0,0,0
2,Review,79,0,29,Y,1,9,Y,0,0,0,0,0
3,Review,102,3,60,Y,6,11,Y,0,0,0,0,0
12,Review,26,0,9,Y,6,16,Y,1,1,0,0,1
7,Review,28,1,15,N,0,16,Y,0,0,0,0,0
22,Review,607,25,334,Y,10,17,Y,0,0,0,0,0
5,Review,95,3,82,Y,5,15,Y,0,0,0,0,0
5,Review,11,1,23,Y,1,12,Y,0,0,0,0,0
5,Review,21,0,10,N,0,28,Y,0,1,0,0,0
2,Review,3,1,9,N,0,30,Y,0,0,0,0,0
5,Review,27,1,22,N,0,14,Y,0,0,0,0,0
36,Review,73,6,96,Y,5,52,Y,0,0,0,0,0
4,Review,14,1,20,Y,1,23,Y,0,0,0,0,0
14,Review,163,4,97,Y,37,14,Y,0,0,0,0,0
7,Review,4,2,13,N,0,15,Y,0,0,0,0,0
2,Review,15,5,29,N,0,16,Y,0,0,0,0,0
22,Review,164,18,113,Y,24,18,Y,0,0,0,0,0
2,Review,18,0,11,N,0,29,Y,0,0,0,0,0
4,Review,10,0,13,N,0,19,Y,0,0,0,0,0
8,Review,28,5,71,Y,1,14,Y,0,0,0,0,0
2,Review,21,3,25,Y,1,8,Y,0,0,0,0,0
19,Review,34,2,26,Y,4,8,Y,0,0,0,0,0
3,Review,6,0,24,N,0,17,Y,0,0,0,0,0
7,Review,12,0,31,N,0,10,Y,0,0,0,0,0
8,Review,82,1,20,Y,4,11,Y,0,0,0,0,0
9,Review,16,1,43,N,0,19,Y,0,0,0,0,0
2,Review,3,4,26,N,0,12,Y,0,0,0,0,0
3,Review,25,1,23,N,0,18,Y,0,0,0,0,0
2,Review,90,5,72,Y,1,21,Y,0,1,0,0,0
3,Review,31,0,11,N,0,33,Y,0,0,0,0,0
9,Review,13,0,17,Y,3,23,Y,0,0,0,0,0
1,Review,34,3,49,N,0,19,Y,0,1,0,0,0
2,Review,7,1,15,Y,1,12,Y,0,0,0,0,0
2,Review,38,4,65,N,0,11,Y,0,0,0,0,0
4,Review,81,0,12,N,0,9,Y,0,0,0,0,0
4,Review,63,6,61,Y,1,22,Y,0,0,0,0,0
2,Review,8,5,125,N,0,7,Y,0,1,0,0,0
3,Review,10,5,16,N,0,11,Y,0,0,0,0,0
1,Review,6,1,22,N,0,14,Y,0,0,0,0,0
4,Review,59,8,83,N,0,15,Y,0,0,0,0,0
5,Review,24,4,27,Y,2,7,Y,0,0,0,0,0
2,Review,34,1,31,N,0,16,Y,0,1,0,0,0
5,Review,14,1,13,N,0,4,Y,0,0,0,0,0
2,Review,78,1,10,N,0,12,Y,0,0,0,0,0
5,Review,36,2,39,Y,11,19,Y,0,0,0,0,0
3,Review,18,1,24,Y,2,20,Y,0,0,0,0,0
1,Review,207,4,249,Y,3,31,Y,0,0,0,0,0
2,Review,15,0,18,N,0,5,Y,0,0,0,0,0
5,Review,29,0,30,N,0,14,Y,0,0,0,0,0
4,Review,4,2,29,Y,1,9,Y,0,1,0,0,0
2,Review,9,3,22,Y,2,11,Y,0,0,0,0,0
5,Review,58,6,121,Y,2,25,Y,0,0,0,0,0
5,Review,7,0,7,N,0,21,Y,0,0,0,0,0
4,Review,70,8,72,Y,1,15,Y,0,0,0,0,0
11,Review,79,7,57,N,0,25,Y,0,0,0,0,0
1,Review,81,0,24,N,0,10,Y,0,0,0,0,0
1,Review,24,0,17,Y,1,7,Y,0,0,0,0,0
5,Review,97,2,54,Y,32,11,Y,0,0,0,0,0
11,Review,67,3,65,Y,4,9,Y,0,0,0,0,0
21,Review,120,4,91,Y,5,17,Y,0,0,0,0,0
4,Review,25,1,19,N,0,18,Y,0,1,0,0,0
4,Review,80,6,79,Y,7,16,Y,0,0,0,1,1
2,Review,30,1,43,N,0,39,Y,0,0,0,0,0
5,Review,78,6,89,Y,9,16,Y,0,0,0,0,0
5,Review,17,0,20,N,0,25,Y,0,0,0,0,0
3,Review,9,0,8,N,0,6,Y,0,0,0,0,0
17,Review,31,0,2,N,0,16,Y,0,0,0,0,0
6,Review,105,3,64,Y,5,21,Y,0,0,0,0,0
2,Review,30,2,18,N,0,16,Y,0,0,0,0,0
3,Review,28,7,85,N,0,27,Y,0,1,0,0,0
1,Review,6,0,13,N,0,17,Y,0,0,0,0,0
4,Review,15,1,43,Y,2,17,Y,0,0,0,0,0
1,Review,16,2,15,Y,13,29,Y,0,0,0,0,0
3,Review,72,2,39,Y,18,8,Y,0,0,0,0,0
6,Review,119,18,311,Y,4,11,Y,0,0,0,0,0
7,Review,11,1,39,N,0,9,Y,0,0,0,0,0
5,Review,212,30,473,Y,2,24,Y,0,0,0,0,0
20,Review,156,7,351,Y,17,22,Y,0,0,0,0,0
6,Review,121,10,272,Y,50,10,Y,0,0,0,0,0
6,Review,49,4,99,Y,9,17,Y,0,1,0,0,0
21,Review,179,3,24,Y,14,23,Y,0,1,0,0,0
21,Review,703,76,1499,Y,49,21,Y,0,0,0,0,0
4,Review,58,6,69,Y,1,14,Y,0,0,0,0,0
18,Review,18,1,19,Y,1,9,Y,0,0,0,0,0
6,Review,45,11,97,Y,2,15,Y,0,0,0,0,0
15,Review,328,39,500,Y,3,17,Y,0,0,0,0,0
17,Review,39,2,77,N,0,18,Y,0,0,0,0,0
7,Review,34,7,74,Y,1,16,Y,0,0,0,0,0
34,Review,96,8,94,Y,8,16,Y,0,0,0,0,0
8,Review,157,9,276,Y,5,11,Y,0,0,0,0,0
5,Review,88,1,108,Y,3,10,Y,0,0,0,0,0
20,Review,334,13,265,Y,16,18,Y,0,0,0,0,0
6,Review,37,7,76,Y,2,19,Y,0,0,0,0,0
13,Review,39,4,59,N,0,14,Y,0,0,0,0,0
4,Review,207,5,240,Y,14,9,Y,0,0,0,0,0
14,Review,23,2,21,N,0,8,Y,0,0,0,0,0
12,Review,216,11,251,Y,5,12,Y,0,0,0,0,0
14,Review,232,21,253,Y,2,17,Y,0,0,0,0,0
6,Review,72,1,72,Y,8,12,Y,0,0,0,0,0
7,Review,25,2,67,Y,9,11,Y,0,0,0,0,0
5,Review,55,0,18,N,0,17,Y,0,0,0,0,0
2,Review,21,0,8,N,0,27,Y,0,0,0,0,0
4,Review,21,1,44,Y,1,16,Y,0,0,0,0,0
8,Review,10,0,18,N,0,6,Y,0,0,0,0,0
44,Review,255,4,184,Y,2,46,Y,0,0,0,0,0
19,Review,16,1,32,Y,2,7,Y,0,0,0,0,0
5,Review,24,2,29,Y,2,23,Y,0,1,0,0,0
4,Review,28,1,36,N,0,15,Y,0,0,0,0,0
21,Review,41,1,32,N,0,10,Y,0,0,0,0,0
5,Review,27,1,16,N,0,14,Y,0,0,0,0,0
6,Review,35,2,11,N,0,23,Y,0,0,0,0,0
5,Review,2,0,6,N,0,20,Y,0,0,0,0,0
6,Review,41,9,105,N,0,12,Y,0,0,0,0,0
10,Review,189,4,133,Y,4,15,Y,0,0,0,0,0
5,Review,24,0,42,N,0,12,Y,0,1,0,0,0
4,Review,5,0,1,N,0,6,Y,0,0,0,0,0
2,Review,25,4,46,N,0,14,Y,0,0,0,0,0
19,Review,76,10,169,Y,15,24,Y,0,0,0,0,0
10,Review,20,2,20,N,0,21,Y,0,0,0,0,0
4,Review,31,3,87,Y,2,7,Y,0,0,0,0,0
2,Review,46,3,136,Y,4,13,Y,0,0,0,0,0
8,Review,57,6,128,Y,2,12,Y,0,0,0,0,0
3,Review,37,0,25,N,0,28,Y,0,0,0,0,0
4,Review,21,0,23,N,0,16,Y,0,0,0,0,0
4,Review,72,9,88,Y,3,12,Y,0,0,0,0,0
5,Review,14,1,85,N,0,19,Y,0,0,0,0,0
3,Review,28,2,31,Y,2,16,Y,0,0,0,0,0
